fips,opioid_factor,year
4289,3.069445831E8,2007
13189,6.4203417099999994E7,2007
13187,2.1834445E7,2007
26123,8.738698794999999E7,2007
2045,1.6714238825E8,2007
29211,3629358.55,2007
4093,8233234.2,2007
51187,1.082783513E8,2007
18115,1.32150363E7,2007
39129,1.2566175919999999E8,2007
4817,7219500.0,2007
2183,2.712224355E8,2007
4171,2.6454287310000005E8,2007
4763,4.498647318E8,2007
4549,5.33509213E7,2007
48309,3.4891215729999995E8,2007
8119,2.861838855E7,2007
1343,6.66620698355E9,2007
2935,1.392905855E7,2007
17181,2.243343085E7,2007
21153,6.5302267099999994E7,2007
199,2341000.0,2007
2781,1.50358E7,2007
4917,1.297625E7,2007
5135,4.39432863E7,2007
17179,1.4883027405E8,2007
3411,3.766216541E8,2007
5125,1.2650156339999999E8,2007
48341,1.9352765E7,2007
13317,1.509074E7,2007
4891,1.4780490775E8,2007
2699,2.0212486508499992E9,2007
1255,7.126605039E8,2007
293,1.441109855E7,2007
4055,1.815105855E7,2007
40119,1.4087991275E8,2007
13311,5.7568845E7,2007
39173,1.2117010697E9,2007
2115,4.4003667375000006E8,2007
