buyer_state,buyer_county,drug_name,quantity,transaction_date,dosage_unit,dos_str
PA,LUZERNE,OXYCODONE,4.0,05222008,400.0,20.0
PA,LUZERNE,OXYCODONE,6.0,06182008,600.0,5.0
PA,LUZERNE,OXYCODONE,8.0,03102009,800.0,7.5
PA,LUZERNE,OXYCODONE,8.0,06022009,800.0,5.0
PA,LUZERNE,OXYCODONE,2.0,06242009,200.0,60.0
PA,LUZERNE,OXYCODONE,10.0,11052009,1000.0,10.0
PA,LUZERNE,OXYCODONE,2.0,10042010,200.0,40.0
PA,LUZERNE,OXYCODONE,3.0,06282011,300.0,10.0
PA,LUZERNE,OXYCODONE,8.0,11102011,800.0,5.0
PA,LUZERNE,OXYCODONE,10.0,11292011,1000.0,5.0
PA,LUZERNE,OXYCODONE,8.0,12072011,800.0,10.0
PA,LUZERNE,OXYCODONE,2.0,12082011,200.0,40.0
PA,LUZERNE,OXYCODONE,12.0,07232012,1200.0,5.0
PA,LUZERNE,HYDROCODONE,2.0,10042012,200.0,10.0
PA,LUZERNE,OXYCODONE,4.0,11072012,400.0,40.0
PA,COLUMBIA,OXYCODONE,12.0,01262007,1200.0,5.0
PA,COLUMBIA,OXYCODONE,6.0,02132007,600.0,5.0
PA,COLUMBIA,OXYCODONE,3.0,03012007,300.0,40.0
PA,COLUMBIA,OXYCODONE,2.0,08312007,200.0,7.5
PA,COLUMBIA,HYDROCODONE,1.0,12122007,500.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,01032008,200.0,10.0
PA,COLUMBIA,OXYCODONE,12.0,05202008,1200.0,5.0
PA,COLUMBIA,OXYCODONE,24.0,06092008,2400.0,5.0
PA,COLUMBIA,OXYCODONE,12.0,06122008,1200.0,5.0
PA,COLUMBIA,OXYCODONE,3.0,10212008,300.0,20.0
PA,COLUMBIA,HYDROCODONE,1.0,10292008,100.0,7.5
PA,COLUMBIA,OXYCODONE,1.0,04132009,100.0,7.5
PA,COLUMBIA,OXYCODONE,2.0,04232009,200.0,40.0
PA,COLUMBIA,OXYCODONE,1.0,05052009,100.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,05052009,100.0,80.0
PA,COLUMBIA,OXYCODONE,3.0,05122009,1500.0,5.0
PA,COLUMBIA,OXYCODONE,1.0,05192009,100.0,7.5
PA,COLUMBIA,OXYCODONE,1.0,05292009,500.0,5.0
PA,COLUMBIA,OXYCODONE,1.0,08122009,100.0,20.0
PA,COLUMBIA,HYDROCODONE,2.0,08182009,200.0,10.0
PA,COLUMBIA,HYDROCODONE,1.0,09252009,500.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,12112009,200.0,80.0
PA,COLUMBIA,OXYCODONE,1.0,01082010,100.0,40.0
PA,COLUMBIA,OXYCODONE,12.0,02122010,1200.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,02122010,200.0,80.0
PA,COLUMBIA,OXYCODONE,3.0,03092010,300.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,04082010,100.0,40.0
PA,COLUMBIA,OXYCODONE,2.0,08162010,200.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,09212010,100.0,7.5
PA,COLUMBIA,OXYCODONE,1.0,09222010,100.0,7.5
PA,COLUMBIA,OXYCODONE,1.0,10062010,100.0,7.5
PA,COLUMBIA,OXYCODONE,4.0,11292010,400.0,10.0
PA,COLUMBIA,OXYCODONE,2.0,12012010,200.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,12032010,100.0,80.0
PA,COLUMBIA,OXYCODONE,12.0,12222010,1200.0,5.0
PA,COLUMBIA,OXYCODONE,12.0,02042011,1200.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,03172011,200.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,06212011,100.0,10.0
PA,COLUMBIA,OXYCODONE,2.0,08112011,200.0,20.0
PA,COLUMBIA,OXYCODONE,1.0,10042011,100.0,40.0
PA,COLUMBIA,OXYCODONE,1.0,11252011,100.0,20.0
PA,COLUMBIA,OXYCODONE,1.0,12202011,100.0,7.5
PA,COLUMBIA,OXYCODONE,1.0,01032012,100.0,15.0
PA,COLUMBIA,OXYCODONE,1.0,01162012,100.0,40.0
PA,COLUMBIA,OXYCODONE,3.0,02072012,300.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,02242012,1000.0,5.0
PA,COLUMBIA,OXYCODONE,24.0,03262012,2400.0,5.0
PA,COLUMBIA,OXYCODONE,2.0,04092012,200.0,5.0
PA,COLUMBIA,OXYCODONE,1.0,06042012,100.0,20.0
PA,COLUMBIA,OXYCODONE,2.0,07132012,200.0,5.0
PA,COLUMBIA,OXYCODONE,1.0,07172012,100.0,40.0
PA,COLUMBIA,OXYCODONE,1.0,07312012,100.0,40.0
PA,COLUMBIA,OXYCODONE,3.0,08172012,300.0,10.0
PA,COLUMBIA,OXYCODONE,1.0,10102012,100.0,20.0
PA,LUZERNE,OXYCODONE,3.0,02062007,300.0,80.0
PA,LUZERNE,OXYCODONE,3.0,03132007,300.0,80.0
PA,LUZERNE,OXYCODONE,3.0,05032007,300.0,7.5
PA,LUZERNE,OXYCODONE,3.0,08222007,300.0,40.0
PA,LUZERNE,OXYCODONE,20.0,09052007,2000.0,5.0
PA,LUZERNE,OXYCODONE,2.0,09192007,200.0,10.0
PA,LUZERNE,OXYCODONE,3.0,04102008,300.0,80.0
PA,LUZERNE,HYDROCODONE,2.0,05142008,200.0,7.5
PA,LUZERNE,OXYCODONE,1.0,06122008,100.0,5.0
PA,LUZERNE,OXYCODONE,18.0,07112008,1800.0,5.0
PA,LUZERNE,OXYCODONE,2.0,09192008,200.0,15.0
PA,LUZERNE,OXYCODONE,8.0,06042009,800.0,10.0
PA,LUZERNE,HYDROCODONE,1.0,05192010,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,05212010,100.0,7.5
PA,LUZERNE,OXYCODONE,3.0,08262010,300.0,20.0
PA,LUZERNE,OXYCODONE,2.0,08262010,200.0,60.0
PA,LUZERNE,OXYCODONE,20.0,12082010,2000.0,10.0
PA,LUZERNE,OXYCODONE,12.0,01112011,1200.0,5.0
PA,LUZERNE,OXYCODONE,24.0,03282011,2400.0,5.0
PA,LUZERNE,OXYCODONE,1.0,04082011,100.0,15.0
PA,LUZERNE,OXYCODONE,12.0,11112011,1200.0,10.0
PA,LUZERNE,HYDROCODONE,1.0,12192011,100.0,5.0
PA,LUZERNE,OXYCODONE,12.0,04032012,1200.0,5.0
PA,LUZERNE,OXYCODONE,10.0,05222012,1000.0,7.5
PA,LUZERNE,HYDROCODONE,5.0,06012012,500.0,7.5
PA,LUZERNE,OXYCODONE,3.0,06272012,300.0,10.0
PA,LUZERNE,OXYCODONE,16.0,08222012,1600.0,5.0
PA,LUZERNE,OXYCODONE,3.0,12272012,300.0,60.0
PA,LACKAWANNA,OXYCODONE,1.0,06082007,100.0,10.0
PA,LACKAWANNA,OXYCODONE,3.0,07062007,300.0,7.5
PA,LACKAWANNA,HYDROCODONE,3.0,09062007,300.0,7.5
PA,LACKAWANNA,OXYCODONE,4.0,10112007,400.0,10.0
PA,LACKAWANNA,OXYCODONE,12.0,10192007,1200.0,5.0
PA,LACKAWANNA,OXYCODONE,6.0,10262007,600.0,5.0
PA,LACKAWANNA,OXYCODONE,2.0,12042007,200.0,15.0
PA,LACKAWANNA,HYDROCODONE,1.0,01032008,100.0,7.5
PA,LACKAWANNA,OXYCODONE,6.0,02292008,600.0,40.0
PA,LACKAWANNA,OXYCODONE,3.0,02292008,300.0,10.0
PA,LACKAWANNA,OXYCODONE,6.0,08052008,600.0,10.0
PA,LACKAWANNA,HYDROCODONE,1.0,12032008,500.0,5.0
PA,LACKAWANNA,OXYCODONE,24.0,12112008,2400.0,5.0
PA,LACKAWANNA,OXYCODONE,6.0,01162009,600.0,7.5
PA,LACKAWANNA,OXYCODONE,12.0,03052009,1200.0,7.5
PA,LACKAWANNA,OXYCODONE,1.0,03272009,500.0,5.0
PA,LACKAWANNA,OXYCODONE,12.0,04212009,1200.0,5.0
PA,LACKAWANNA,OXYCODONE,12.0,07092009,1200.0,5.0
PA,LACKAWANNA,OXYCODONE,2.0,10092009,200.0,80.0
PA,LACKAWANNA,OXYCODONE,6.0,12032009,600.0,20.0
PA,LACKAWANNA,OXYCODONE,24.0,07072010,2400.0,10.0
PA,LACKAWANNA,OXYCODONE,4.0,08112010,400.0,20.0
PA,LACKAWANNA,HYDROCODONE,4.0,11162010,400.0,10.0
PA,LACKAWANNA,HYDROCODONE,3.0,01102011,1500.0,10.0
PA,LACKAWANNA,OXYCODONE,4.0,02232011,400.0,7.5
PA,LACKAWANNA,OXYCODONE,6.0,07132011,600.0,5.0
PA,LACKAWANNA,OXYCODONE,10.0,08242011,1000.0,30.0
PA,LACKAWANNA,OXYCODONE,5.0,10122011,500.0,40.0
PA,LACKAWANNA,OXYCODONE,24.0,10282011,2400.0,10.0
PA,LACKAWANNA,OXYCODONE,5.0,10282011,500.0,30.0
PA,LACKAWANNA,OXYCODONE,24.0,03232012,2400.0,10.0
PA,LACKAWANNA,HYDROCODONE,1.0,05252012,100.0,7.5
PA,LACKAWANNA,OXYCODONE,12.0,06282012,1200.0,10.0
PA,LACKAWANNA,OXYCODONE,10.0,08212012,1000.0,30.0
PA,LACKAWANNA,OXYCODONE,24.0,09282012,2400.0,5.0
PA,LACKAWANNA,OXYCODONE,4.0,11092012,400.0,7.5
PA,LACKAWANNA,OXYCODONE,5.0,11272012,500.0,7.5
NJ,MERCER,HYDROCODONE,1.0,12142007,100.0,10.0
NJ,MERCER,OXYCODONE,2.0,01152008,200.0,7.5
NJ,MERCER,OXYCODONE,1.0,02142008,100.0,7.5
NJ,MERCER,HYDROCODONE,1.0,04302008,100.0,10.0
NJ,MERCER,OXYCODONE,2.0,06302008,200.0,40.0
NJ,MERCER,OXYCODONE,2.0,08072008,200.0,40.0
NJ,MERCER,OXYCODONE,3.0,08122008,300.0,10.0
NJ,MERCER,HYDROCODONE,1.0,10222008,500.0,7.5
NJ,MERCER,HYDROCODONE,1.0,11142008,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,01162007,100.0,40.0
PA,LUZERNE,OXYCODONE,2.0,07162008,200.0,20.0
PA,LUZERNE,OXYCODONE,1.0,11252008,100.0,7.5
PA,LUZERNE,OXYCODONE,10.0,03172009,1000.0,5.0
PA,LUZERNE,OXYCODONE,2.0,03312009,200.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,05282009,100.0,7.5
PA,LUZERNE,OXYCODONE,6.0,09112009,600.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,09292009,500.0,7.5
PA,LUZERNE,OXYCODONE,1.0,02082010,100.0,10.0
PA,LUZERNE,HYDROCODONE,2.0,08182010,200.0,7.5
PA,LUZERNE,OXYCODONE,2.0,11092010,200.0,40.0
PA,LUZERNE,OXYCODONE,2.0,01242011,200.0,7.5
PA,LUZERNE,OXYCODONE,3.0,01312011,300.0,5.0
PA,LUZERNE,OXYCODONE,1.0,04182011,100.0,4.8355
PA,LUZERNE,OXYCODONE,10.0,05312011,1000.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,07282011,500.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,08012011,100.0,7.5
PA,LUZERNE,OXYCODONE,2.0,10172011,200.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,01032012,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,05242012,100.0,5.0
PA,LUZERNE,OXYCODONE,6.0,06202012,600.0,5.0
PA,LUZERNE,OXYCODONE,1.0,07302012,100.0,40.0
PA,WAYNE,OXYCODONE,1.0,03212007,100.0,5.0
PA,WAYNE,OXYCODONE,5.0,03282007,500.0,5.0
PA,WAYNE,OXYCODONE,6.0,10232007,600.0,10.0
PA,WAYNE,OXYCODONE,18.0,10302007,1800.0,5.0
PA,WAYNE,OXYCODONE,12.0,01102008,1200.0,10.0
PA,WAYNE,OXYCODONE,2.0,08082008,200.0,10.0
PA,WAYNE,OXYCODONE,3.0,12242008,300.0,20.0
PA,WAYNE,OXYCODONE,1.0,05292009,100.0,60.0
PA,WAYNE,OXYCODONE,2.0,06102009,200.0,20.0
PA,WAYNE,OXYCODONE,5.0,07092009,500.0,10.0
PA,WAYNE,OXYCODONE,18.0,09022009,1800.0,5.0
PA,WAYNE,OXYCODONE,4.0,11042009,400.0,40.0
PA,WAYNE,OXYCODONE,6.0,12092009,600.0,30.0
PA,WAYNE,OXYCODONE,8.0,01132010,800.0,10.0
PA,WAYNE,OXYCODONE,15.0,04072010,1500.0,10.0
PA,WAYNE,OXYCODONE,5.0,06092010,500.0,5.0
PA,WAYNE,HYDROCODONE,1.0,06142010,500.0,7.5
PA,WAYNE,OXYCODONE,20.0,11052010,2000.0,5.0
PA,WAYNE,OXYCODONE,3.0,11162010,300.0,15.0
PA,WAYNE,OXYCODONE,8.0,03312011,800.0,5.0
PA,WAYNE,OXYCODONE,18.0,04112011,1800.0,5.0
PA,WAYNE,OXYCODONE,2.0,05042011,200.0,10.0
PA,WAYNE,OXYCODONE,4.0,10192011,400.0,30.0
PA,WAYNE,OXYCODONE,5.0,01172012,500.0,7.5
PA,WAYNE,HYDROCODONE,1.0,03022012,100.0,5.0
PA,WAYNE,OXYCODONE,20.0,05162012,2000.0,5.0
PA,WAYNE,OXYCODONE,8.0,06052012,800.0,15.0
PA,WAYNE,OXYCODONE,15.0,11212012,1500.0,30.0
PA,WAYNE,OXYCODONE,10.0,12192012,1000.0,30.0
PA,LYCOMING,HYDROCODONE,1.0,08272007,100.0,7.5
PA,LYCOMING,HYDROCODONE,1.0,09192007,100.0,10.0
PA,LYCOMING,HYDROCODONE,1.0,10092007,100.0,7.5
PA,LYCOMING,HYDROCODONE,1.0,12042007,100.0,2.5
PA,LUZERNE,OXYCODONE,6.0,01082007,600.0,5.0
PA,LUZERNE,OXYCODONE,1.0,02152007,100.0,5.0
PA,LUZERNE,OXYCODONE,1.0,04302007,100.0,10.0
PA,LUZERNE,OXYCODONE,3.0,05212007,300.0,5.0
PA,LUZERNE,OXYCODONE,1.0,11122007,100.0,40.0
PA,LUZERNE,OXYCODONE,2.0,12032007,200.0,40.0
PA,LUZERNE,OXYCODONE,3.0,01282008,300.0,40.0
PA,LUZERNE,OXYCODONE,1.0,02072008,100.0,7.5
PA,LUZERNE,OXYCODONE,6.0,05222008,600.0,5.0
PA,LUZERNE,OXYCODONE,2.0,06172008,200.0,40.0
PA,LUZERNE,OXYCODONE,2.0,08252008,200.0,40.0
PA,LUZERNE,OXYCODONE,4.0,10072008,400.0,10.0
PA,LUZERNE,OXYCODONE,1.0,11042008,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,01022009,100.0,40.0
PA,LUZERNE,OXYCODONE,2.0,01132009,200.0,40.0
PA,LUZERNE,OXYCODONE,2.0,02272009,200.0,10.0
PA,LUZERNE,OXYCODONE,1.0,06172009,100.0,7.5
PA,LUZERNE,OXYCODONE,2.0,07142009,200.0,7.5
PA,LUZERNE,OXYCODONE,1.0,07312009,100.0,7.5
PA,LUZERNE,HYDROCODONE,1.0,10082009,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,01062010,100.0,15.0
PA,LUZERNE,OXYCODONE,6.0,07222010,600.0,5.0
PA,LUZERNE,OXYCODONE,1.0,07292010,100.0,60.0
PA,LUZERNE,OXYCODONE,1.0,08042010,100.0,60.0
PA,LUZERNE,OXYCODONE,1.0,09282010,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,11122010,100.0,80.0
PA,LUZERNE,OXYCODONE,5.0,03292011,500.0,30.0
PA,LUZERNE,OXYCODONE,1.0,08092011,100.0,30.0
PA,LUZERNE,HYDROCODONE,2.0,08102011,1000.0,7.5
PA,LUZERNE,OXYCODONE,12.0,12212011,1200.0,5.0
PA,LUZERNE,OXYCODONE,1.0,02022012,100.0,10.0
PA,LUZERNE,OXYCODONE,4.0,03212012,400.0,10.0
PA,LUZERNE,OXYCODONE,4.0,04182012,400.0,10.0
PA,LUZERNE,OXYCODONE,6.0,06052012,600.0,7.5
PA,LUZERNE,OXYCODONE,5.0,09212012,500.0,5.0
PA,LUZERNE,OXYCODONE,5.0,10012012,500.0,10.0
PA,LUZERNE,OXYCODONE,12.0,12142012,1200.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,01102007,600.0,5.0
PA,NORTHUMBERLAND,HYDROCODONE,1.0,02282007,100.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,5.0,03052007,500.0,20.0
PA,NORTHUMBERLAND,OXYCODONE,3.0,03082007,300.0,10.0
PA,NORTHUMBERLAND,OXYCODONE,10.0,04172007,1000.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,05032007,400.0,10.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,05182007,600.0,5.0
PA,NORTHUMBERLAND,HYDROCODONE,1.0,09062007,100.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,10012007,600.0,5.35
PA,NORTHUMBERLAND,OXYCODONE,6.0,11282007,600.0,5.0
PA,NORTHUMBERLAND,HYDROCODONE,1.0,02112008,500.0,7.5
PA,NORTHUMBERLAND,HYDROCODONE,1.0,03052008,100.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,04252008,400.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,04252008,1200.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,06302008,1200.0,20.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,08272008,600.0,20.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,10132008,1200.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,10162008,600.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,3.0,03022009,300.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,03262009,600.0,20.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,04302009,400.0,7.5
PA,NORTHUMBERLAND,OXYCODONE,5.0,09302009,500.0,10.0
PA,NORTHUMBERLAND,OXYCODONE,10.0,10282009,1000.0,5.0
PA,NORTHUMBERLAND,HYDROCODONE,4.0,03252010,2000.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,24.0,04232010,2400.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,3.0,06042010,300.0,20.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,09272010,400.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,10.0,10052010,1000.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,10252010,600.0,10.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,11052010,1200.0,5.0
PA,NORTHUMBERLAND,HYDROCODONE,1.0,12282010,100.0,2.5
PA,NORTHUMBERLAND,OXYCODONE,18.0,05062011,1800.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,10182011,1200.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,6.0,11232011,600.0,7.5
PA,NORTHUMBERLAND,HYDROCODONE,1.0,02132012,500.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,03232012,400.0,80.0
PA,NORTHUMBERLAND,OXYCODONE,4.0,06292012,400.0,10.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,08232012,1200.0,5.0
PA,NORTHUMBERLAND,OXYCODONE,12.0,12052012,1200.0,5.0
PA,LUZERNE,OXYCODONE,5.0,04062007,500.0,7.5
PA,LUZERNE,OXYCODONE,1.0,04242007,100.0,10.0
PA,LUZERNE,OXYCODONE,3.0,05012007,300.0,10.0
PA,LUZERNE,OXYCODONE,2.0,06182007,200.0,7.5
PA,LUZERNE,HYDROCODONE,1.0,11012007,100.0,7.5
PA,LUZERNE,OXYCODONE,15.0,01222008,1500.0,5.0
PA,LUZERNE,OXYCODONE,5.0,05142008,500.0,10.0
PA,LUZERNE,OXYCODONE,4.0,06122008,400.0,40.0
PA,LUZERNE,OXYCODONE,12.0,09092008,1200.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,12052008,500.0,5.0
PA,LUZERNE,OXYCODONE,12.0,12082008,1200.0,5.0
PA,LUZERNE,OXYCODONE,5.0,03052009,500.0,10.0
PA,LUZERNE,OXYCODONE,3.0,03252009,300.0,5.0
PA,LUZERNE,OXYCODONE,3.0,06262009,300.0,80.0
PA,LUZERNE,OXYCODONE,12.0,07202009,1200.0,5.0
PA,LUZERNE,HYDROCODONE,3.0,09242009,300.0,10.0
PA,LUZERNE,OXYCODONE,3.0,12032009,300.0,10.0
PA,LUZERNE,OXYCODONE,4.0,04012010,400.0,5.0
PA,LUZERNE,OXYCODONE,6.0,09232010,600.0,10.0
PA,LUZERNE,OXYCODONE,5.0,10132010,500.0,20.0
PA,LUZERNE,HYDROCODONE,1.0,11302010,500.0,10.0
PA,LUZERNE,HYDROCODONE,1.0,12202010,100.0,5.0
PA,LUZERNE,OXYCODONE,6.0,05272011,600.0,7.5
PA,LUZERNE,OXYCODONE,2.0,07292011,200.0,10.0
PA,LUZERNE,OXYCODONE,5.0,09122011,500.0,7.5
PA,LUZERNE,OXYCODONE,5.0,10262011,500.0,10.0
PA,LUZERNE,OXYCODONE,1.0,11082011,100.0,80.0
PA,LUZERNE,OXYCODONE,12.0,03292012,1200.0,5.0
PA,LUZERNE,OXYCODONE,12.0,05242012,1200.0,5.0
PA,LUZERNE,OXYCODONE,3.0,03052007,300.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,08272007,100.0,7.5
PA,LUZERNE,OXYCODONE,36.0,05282008,3600.0,5.0
PA,LUZERNE,OXYCODONE,2.0,09172008,200.0,10.0
PA,LUZERNE,OXYCODONE,6.0,11212008,600.0,7.5
PA,LUZERNE,OXYCODONE,48.0,01062009,4800.0,5.0
PA,LUZERNE,OXYCODONE,5.0,03032009,500.0,5.0
PA,LUZERNE,OXYCODONE,1.0,01202010,100.0,7.5
PA,LUZERNE,OXYCODONE,24.0,01202010,2400.0,10.0
PA,LUZERNE,OXYCODONE,4.0,01222010,400.0,7.5
PA,LUZERNE,OXYCODONE,24.0,03112010,2400.0,5.0
PA,LUZERNE,OXYCODONE,4.0,03312010,400.0,7.5
PA,LUZERNE,OXYCODONE,2.0,05062010,200.0,30.0
PA,LUZERNE,OXYCODONE,2.0,05172010,200.0,30.0
PA,LUZERNE,OXYCODONE,24.0,06172010,2400.0,7.5
PA,LUZERNE,OXYCODONE,24.0,10202010,2400.0,5.0
PA,LUZERNE,OXYCODONE,12.0,12022010,1200.0,7.5
PA,LUZERNE,OXYCODONE,6.0,02072011,600.0,15.0
PA,LUZERNE,OXYCODONE,12.0,07282011,1200.0,7.5
PA,LUZERNE,OXYCODONE,12.0,11072011,1200.0,10.0
PA,LUZERNE,OXYCODONE,6.0,12162011,600.0,20.0
PA,LUZERNE,OXYCODONE,6.0,01272012,600.0,5.0
PA,LUZERNE,HYDROCODONE,1.0,05302012,500.0,5.0
PA,LUZERNE,OXYCODONE,24.0,10042012,2400.0,5.0
PA,LUZERNE,OXYCODONE,24.0,10152012,2400.0,10.0
PA,LUZERNE,OXYCODONE,4.0,10162012,400.0,20.0
PA,LUZERNE,OXYCODONE,6.0,10242012,600.0,5.0
PA,MONTOUR,OXYCODONE,6.0,03292007,600.0,5.0
PA,MONTOUR,OXYCODONE,2.0,09172007,200.0,10.0
PA,MONTOUR,OXYCODONE,18.0,09192007,1800.0,5.0
PA,MONTOUR,OXYCODONE,1.0,09282007,100.0,80.0
PA,MONTOUR,OXYCODONE,3.0,10242007,300.0,7.5
PA,MONTOUR,OXYCODONE,2.0,12032007,200.0,10.0
PA,MONTOUR,OXYCODONE,3.0,01172008,300.0,40.0
PA,MONTOUR,OXYCODONE,3.0,03212008,300.0,40.0
PA,MONTOUR,OXYCODONE,2.0,04252008,200.0,80.0
PA,MONTOUR,OXYCODONE,2.0,07232008,200.0,30.0
PA,MONTOUR,OXYCODONE,12.0,08122008,1200.0,5.0
PA,MONTOUR,OXYCODONE,18.0,10072008,1800.0,5.0
PA,MONTOUR,OXYCODONE,2.0,10172008,200.0,15.0
PA,MONTOUR,OXYCODONE,2.0,01272009,200.0,20.0
PA,MONTOUR,OXYCODONE,24.0,01302009,2400.0,5.0
PA,MONTOUR,OXYCODONE,3.0,03092009,300.0,10.0
PA,MONTOUR,OXYCODONE,4.0,05292009,400.0,15.0
PA,MONTOUR,OXYCODONE,2.0,07102009,200.0,20.0
PA,MONTOUR,OXYCODONE,3.0,08212009,300.0,80.0
PA,MONTOUR,OXYCODONE,3.0,09012009,300.0,40.0
PA,MONTOUR,OXYCODONE,2.0,09252009,200.0,10.0
PA,MONTOUR,OXYCODONE,4.0,10062009,400.0,10.0
PA,MONTOUR,OXYCODONE,8.0,03022010,800.0,5.0
PA,MONTOUR,OXYCODONE,4.0,03122010,400.0,60.0
PA,MONTOUR,OXYCODONE,3.0,06092010,300.0,30.0
PA,MONTOUR,OXYCODONE,5.0,08022010,500.0,5.0
PA,MONTOUR,OXYCODONE,5.0,08172010,500.0,10.0
PA,MONTOUR,OXYCODONE,2.0,09172010,200.0,30.0
PA,MONTOUR,OXYCODONE,12.0,02082011,1200.0,5.0
PA,MONTOUR,HYDROCODONE,1.0,03142011,100.0,5.0
PA,MONTOUR,OXYCODONE,3.0,03302011,300.0,80.0
PA,MONTOUR,OXYCODONE,2.0,06142011,200.0,10.0
PA,MONTOUR,OXYCODONE,18.0,11222011,1800.0,5.0
PA,MONTOUR,OXYCODONE,7.0,01182012,700.0,5.0
PA,MONTOUR,OXYCODONE,4.0,01312012,400.0,80.0
PA,MONTOUR,OXYCODONE,12.0,05152012,1200.0,5.0
PA,MONTOUR,OXYCODONE,6.0,05212012,600.0,5.0
PA,MONTOUR,OXYCODONE,12.0,07092012,1200.0,5.0
PA,MONTOUR,OXYCODONE,6.0,07132012,600.0,5.0
PA,MONTOUR,OXYCODONE,2.0,08212012,200.0,40.0
PA,MONTOUR,OXYCODONE,3.0,09062012,300.0,15.0
PA,MONTOUR,OXYCODONE,2.0,09182012,200.0,10.0
PA,MONTOUR,OXYCODONE,5.0,11272012,500.0,7.5
PA,LUZERNE,OXYCODONE,1.0,02072007,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,02122007,100.0,7.5
PA,LUZERNE,OXYCODONE,3.0,05012007,300.0,7.5
PA,LUZERNE,OXYCODONE,1.0,05112007,100.0,40.0
PA,LUZERNE,OXYCODONE,1.0,07062007,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,08032007,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,09252007,100.0,40.0
PA,LUZERNE,OXYCODONE,1.0,10092007,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,03172008,100.0,40.0
PA,LUZERNE,OXYCODONE,1.0,03252008,100.0,10.0
PA,LUZERNE,OXYCODONE,3.0,05232008,300.0,5.0
PA,LUZERNE,OXYCODONE,1.0,06202008,100.0,5.0
PA,LUZERNE,OXYCODONE,5.0,07252008,500.0,5.0
PA,LUZERNE,OXYCODONE,3.0,08012008,300.0,5.0
PA,LUZERNE,OXYCODONE,1.0,08122008,100.0,10.0
PA,LUZERNE,OXYCODONE,2.0,09092008,200.0,40.0
PA,LUZERNE,OXYCODONE,2.0,10162008,200.0,7.5
PA,LUZERNE,OXYCODONE,2.0,11122008,200.0,7.5
PA,LUZERNE,HYDROCODONE,2.0,12092008,1000.0,5.0
PA,LUZERNE,OXYCODONE,1.0,02022009,100.0,10.0
PA,LUZERNE,OXYCODONE,1.0,03272009,100.0,40.0
PA,LUZERNE,OXYCODONE,2.0,04272009,200.0,7.5
PA,LUZERNE,OXYCODONE,1.0,04092010,100.0,7.5
PA,LUZERNE,OXYCODONE,1.0,04122010,100.0,10.0
PA,LUZERNE,OXYCODONE,10.0,05122010,1000.0,5.0
