state_abr,fips,county,square_km,lat,lng
GA,13151,Henry,"845,752",33.452881,-84.15444
GA,1385,Dawson,"555,315",34.442842,-84.173284
GA,13205,Mitchell,"1.330,80",31.22894,-84.192407
GA,13261,Sumter,"1.275,97",32.042203,-84.204283
GA,1395,Dougherty,"866,694",31.535068,-84.214444
GA,1389,DeKalb,"702,254",33.770661,-84.226343
GA,13131,Grady,"1.192,08",30.875863,-84.244772
GA,13269,Taylor,"983,416",32.554667,-84.251426
GA,13255,Spalding,"516,937",33.262389,-84.286067
GA,13293,Upson,"848,36",32.881837,-84.292281
GA,13111,Fannin,"1.015,17",34.863837,-84.319287
GA,13249,Schley,"434,66",32.263441,-84.322724
GA,13231,Pike,"568,256",33.090769,-84.386627
GA,1363,Clayton,"373,817",33.552242,-84.412977
GA,13273,Terrell,"874,647",31.777191,-84.439446
GA,13123,Gilmer,"1.116,92",34.690541,-84.453984
GA,137,Baker,"904,264",31.319622,-84.454857
GA,13121,Fulton,"1.383,90",33.790034,-84.468182
GA,1357,Cherokee,"1.125,10",34.244317,-84.475057
GA,13227,Pickens,"602,722",34.456621,-84.490256
GA,13113,Fayette,"516,241",33.412717,-84.493941
GA,13197,Marion,"951,77",32.359538,-84.529561
GA,13263,Talbot,"1.022,43",32.704603,-84.530029
GA,13307,Webster,"544,58",32.046554,-84.553218
GA,1367,Cobb,"892,297",33.93994,-84.574166
GA,1387,Decatur,"1.614,00",30.877961,-84.577744
GA,1337,Calhoun,"734,463",31.521279,-84.62629
GA,13199,Meriwether,"1.309,00",33.03022,-84.663279
GA,13201,Miller,"734,683",31.162908,-84.730386
GA,13213,Murray,"897,852",34.797097,-84.73799
GA,13243,Randolph,"1.115,96",31.762651,-84.752311
GA,1377,Coweta,"1.154,66",33.352897,-84.762138
GA,1397,Douglas,"520,655",33.699317,-84.765944
GA,1353,Chattahoochee,"650,516",32.347445,-84.788021
GA,13259,Stewart,"1.200,75",32.073225,-84.834912
GA,1315,Bartow,"1.217,59",34.240918,-84.838188
GA,13223,Paulding,"814,141",33.920903,-84.866979
GA,13253,Seminole,"664,477",30.933894,-84.867592
GA,13129,Gordon,"927,327",34.509667,-84.873862
GA,13215,Muscogee,"572,404",32.510197,-84.874946
GA,1399,Early,"1.337,33",31.324191,-84.906723
GA,13145,Harris,"1.224,95",32.731549,-84.912432
GA,13313,Whitfield,"753,827",34.801726,-84.968541
GA,1361,Clay,"562,635",31.619831,-84.992583
GA,13239,Quitman,"415,861",31.861487,-85.009317
GA,13285,Troup,"1.155,04",33.034482,-85.02836
GA,1345,Carroll,"1.304,93",33.582237,-85.080527
GA,1347,Catoosa,"420,771",34.899393,-85.137353
GA,13149,Heard,"779,831",33.290968,-85.139594
GA,13233,Polk,"808,441",33.995961,-85.186826
GA,13115,Floyd,"1.342,82",34.263677,-85.21373
GA,13143,Haralson,"733,42",33.795165,-85.220062
GA,13295,Walker,"1.157,79",34.735827,-85.305385
GA,1355,Chattooga,"812,113",34.474179,-85.345289
GA,1383,Dade,"451,073",34.852424,-85.506201
HI,151,Hawaiʻi,"13.173,02",19.597764,-155.502443
HI,159,Maui,"6.211,64",20.855931,-156.60155
HI,155,Kalawao,"136,827",21.218764,-156.97401
HI,153,Honolulu,"5.511,68",21.461364,-158.201976
HI,157,Kauaʻi,"3.279,86",22.012038,-159.705965
IA,1945,Clinton,"1.839,35",41.898073,-90.534243
IA,1997,Jackson,"1.682,47",42.164281,-90.574597
IA,19163,Scott,"1.212,66",41.641679,-90.62229
IA,1961,Dubuque,"1.597,07",42.463481,-90.878771
IA,19105,Jones,"1.494,43",42.125118,-91.116914
IA,19139,Muscatine,"1.163,24",41.483776,-91.118699
IA,1931,Cedar,"1.507,12",41.772355,-91.13219
IA,1957,Des Moines,"1.113,05",40.915339,-91.186925
IA,19115,Louisa,"1.081,37",41.218211,-91.256994
IA,1943,Clayton,"2.052,99",42.840998,-91.323511
IA,1955,Delaware,"1.499,46",42.473003,-91.359443
IA,195,Allamakee,"1.706,21",43.274964,-91.382751
IA,19111,Lee,"1.395,66",40.647588,-91.477157
IA,1987,Henry,"1.130,69",40.985864,-91.54427
IA,19103,Johnson,"1.613,95",41.668737,-91.588812
IA,19113,Linn,"1.876,46",42.077951,-91.597674
IA,19183,Washington,"1.478,68",41.329401,-91.725052
IA,1919,Buchanan,"1.484,36",42.470328,-91.838666
IA,1965,Fayette,"1.894,13",42.86445,-91.839373
IA,19191,Winneshiek,"1.787,45",43.292989,-91.850788
IA,19177,Van Buren,"1.270,44",40.754117,-91.952943
IA,19101,Jefferson,"1.131,50",41.00688,-91.967137
IA,1911,Benton,"1.860,88",42.092547,-92.05763
IA,1995,Iowa,"1.521,60",41.683918,-92.059123
IA,19107,Keokuk,"1.502,00",41.331182,-92.167721
IA,1913,Black Hawk,"1.483,23",42.472888,-92.306059
IA,1937,Chickasaw,"1.309,65",43.059741,-92.31721
IA,1989,Howard,"1.226,63",43.365313,-92.321908
IA,1917,Bremer,"1.138,05",42.78089,-92.327586
IA,19179,Wapello,"1.129,29",41.031263,-92.409482
IA,1951,Davis,"1.307,57",40.748089,-92.410345
IA,19157,Poweshiek,"1.517,91",41.684526,-92.522882
IA,19171,Tama,"1.870,18",42.074848,-92.529412
IA,19123,Mahaska,"1.485,09",41.330797,-92.636366
IA,1923,Butler,"1.506,74",42.734708,-92.780066
IA,19131,Mitchell,"1.216,17",43.348564,-92.784466
IA,1967,Floyd,"1.298,57",43.052741,-92.787367
IA,1975,Grundy,"1.299,90",42.403323,-92.790261
IA,19135,Monroe,"1.124,84",41.028847,-92.869642
IA,197,Appanoose,"1.337,07",40.744683,-92.870345
IA,19127,Marshall,"1.484,57",42.041691,-92.981452
IA,1999,Jasper,"1.898,35",41.685686,-93.052971
IA,19125,Marion,"1.477,61",41.331455,-93.093849
IA,1983,Hardin,"1.476,27",42.389955,-93.241081
IA,19195,Worth,"1.041,02",43.373491,-93.248533
IA,1933,Cerro Gordo,"1.489,55",43.075171,-93.251266
IA,1969,Franklin,"1.508,73",42.736549,-93.271425
IA,19117,Lucas,"1.125,08",41.033344,-93.331467
IA,19185,Wayne,"1.365,32",40.739983,-93.332613
IA,19169,Story,"1.485,75",42.037538,-93.466093
IA,19181,Warren,"1.484,97",41.336769,-93.564366
IA,19153,Polk,"1.532,07",41.684281,-93.56972
IA,1979,Hamilton,"1.495,74",42.390768,-93.709198
IA,19197,Wright,"1.507,99",42.733007,-93.734735
IA,19189,Winnebago,"1.040,44",43.378124,-93.743488
IA,1981,Hancock,"1.484,16",43.075411,-93.743697
IA,1939,Clarke,"1.118,24",41.029191,-93.784096
IA,1953,Decatur,"1.381,71",40.736379,-93.78458
IA,1915,Boone,"1.485,72",42.038601,-93.939138
IA,19121,Madison,"1.455,98",41.330622,-94.015184
IA,1949,Dallas,"1.532,49",41.685321,-94.040707
IA,19187,Webster,"1.860,72",42.434397,-94.179157
IA,1991,Humboldt,"1.128,37",42.782221,-94.202775
IA,19109,Kossuth,"2.523,49",43.212478,-94.213983
IA,19159,Ringgold,"1.395,66",40.735334,-94.244251
IA,19175,Union,"1.102,81",41.02855,-94.245091
IA,1973,Greene,"1.479,44",42.042494,-94.388703
IA,191,Adair,"1.477,00",41.328528,-94.478164
IA,1977,Guthrie,"1.536,06",41.683573,-94.501272
IA,1925,Calhoun,"1.481,77",42.38617,-94.643683
IA,19147,Palo Alto,"1.474,83",43.075854,-94.667297
IA,1963,Emmet,"1.042,53",43.377984,-94.66937
IA,19151,Pocahontas,"1.498,71",42.734033,-94.678279
IA,193,Adams,"1.102,05",41.021656,-94.696906
IA,19173,Taylor,"1.384,75",40.737949,-94.697108
IA,1927,Carroll,"1.476,98",42.039492,-94.867647
IA,199,Audubon,"1.148,42",41.679178,-94.904312
IA,1929,Cass,"1.463,21",41.333824,-94.933302
IA,19161,Sac,"1.497,87",42.387526,-95.105224
IA,1921,Buena Vista,"1.502,78",42.741522,-95.141433
IA,19145,Page,"1.386,85",40.73909,-95.14429
IA,1941,Clay,"1.483,01",43.079822,-95.149726
IA,19137,Montgomery,"1.100,82",41.021735,-95.15779
IA,1959,Dickinson,"1.046,26",43.389611,-95.196057
IA,19165,Shelby,"1.531,60",41.679014,-95.308917
IA,1947,Crawford,"1.851,94",42.043119,-95.38909
IA,1993,Ida,"1.119,01",42.39186,-95.507421
IA,19155,Pottawattamie,"2.484,14",41.340184,-95.544905
IA,1971,Fremont,"1.338,09",40.743726,-95.599516
IA,19129,Mills,"1.141,26",41.033703,-95.619101
IA,19141,O'Brien,"1.484,60",43.083746,-95.625624
IA,1935,Cherokee,"1.494,60",42.742738,-95.633262
IA,19143,Osceola,"1.034,42",43.378542,-95.633788
IA,1985,Harrison,"1.817,25",41.688584,-95.827149
IA,19133,Monona,"1.810,23",42.049432,-95.956566
IA,19193,Woodbury,"2.273,42",42.39322,-96.053296
IA,19167,Sioux,"1.991,68",43.082854,-96.177929
IA,19119,Lyon,"1.522,34",43.38358,-96.207201
IA,19149,Plymouth,"2.237,06",42.737585,-96.215864
ID,1681,Teton,"1.166,94",43.760994,-111.211765
ID,167,Bear Lake,"2.717,96",42.285833,-111.327445
ID,1643,Fremont,"4.909,80",44.218091,-111.484429
ID,1629,Caribou,"4.658,29",42.786273,-111.544172
ID,1619,Bonneville,"4.922,62",43.395171,-111.621878
ID,1665,Madison,"1.225,65",43.789709,-111.65655
ID,1641,Franklin,"1.731,00",42.173589,-111.822955
ID,165,Bannock,"2.971,84",42.692939,-112.228986
ID,1651,Jefferson,"2.863,42",43.796965,-112.318588
ID,1633,Clark,"4.571,70",44.286251,-112.36112
ID,1611,Bingham,"5.491,83",43.216357,-112.399206
ID,1671,Oneida,"3.112,14",42.18389,-112.520465
ID,1677,Power,"3.736,49",42.694126,-112.844407
ID,1623,Butte,"5.785,25",43.6851,-113.177627
ID,1631,Cassia,"6.682,90",42.288635,-113.605498
ID,1667,Minidoka,"1.975,97",42.856937,-113.64001
ID,1659,Lemhi,"11.833,01",44.928789,-113.887841
ID,1613,Blaine,"6.891,20",43.394482,-113.95529
ID,1663,Lincoln,"3.123,23",42.986181,-114.153899
ID,1637,Custer,"12.787,56",44.273341,-114.252251
ID,1653,Jerome,"1.559,57",42.691172,-114.263009
ID,1683,Twin Falls,"4.994,34",42.352309,-114.665639
ID,1625,Camas,"2.794,46",43.463396,-114.804427
ID,1647,Gooding,"1.900,32",42.973185,-114.82142
ID,1649,Idaho,"22.023,58",45.849237,-115.467376
ID,1639,Elmore,"8.030,92",43.394826,-115.470751
ID,1685,Valley,"9.668,32",44.771532,-115.637875
ID,1635,Clearwater,"6.443,85",46.67257,-115.6535
ID,1615,Boise,"4.938,29",43.987275,-115.715111
ID,1679,Shoshone,"6.824,94",47.347694,-115.885092
ID,1673,Owyhee,"19.935,09",42.593063,-116.142655
ID,161,Ada,"2.746,58",43.447861,-116.244456
ID,1645,Gem,"1.465,17",44.061473,-116.398784
ID,1661,Lewis,"1.242,52",46.236328,-116.42376
ID,163,Adams,"3.547,69",44.884583,-116.431873
ID,1621,Boundary,"3.309,64",48.773065,-116.524619
ID,1617,Bonner,"4.971,48",48.312512,-116.59694
ID,169,Benewah,"2.030,42",47.218451,-116.633541
ID,1655,Kootenai,"3.407,45",47.677113,-116.694918
ID,1627,Canyon,"1.563,18",43.623051,-116.708527
ID,1657,Latah,"2.789,19",46.81892,-116.730974
ID,1675,Payette,"1.062,61",44.00274,-116.748655
ID,1669,Nez Perce,"2.217,76",46.333766,-116.760903
ID,1687,Washington,"3.816,42",44.448213,-116.79783
IL,1797,Lake,"3.544,34",42.326444,-87.436118
IL,1731,Cook,"4.234,27",41.894294,-87.645455
IL,17183,Vermilion,"2.334,30",40.18674,-87.726772
IL,17101,Lawrence,"969,015",38.718954,-87.730221
IL,1745,Edgar,"1.616,14",39.679037,-87.74711
IL,1733,Crawford,"1.154,67",39.00373,-87.757172
IL,1723,Clark,"1.307,47",39.332364,-87.791687
IL,1775,Iroquois,"2.898,01",40.748867,-87.833601
IL,17185,Wabash,"589,237",38.445821,-87.839167
IL,1791,Kankakee,"1.764,72",41.139494,-87.861125
IL,17197,Will,"2.199,49",41.448474,-87.978456
IL,1747,Edwards,"576,843",38.417095,-88.047941
IL,17159,Richland,"937,308",38.71155,-88.085698
IL,1743,DuPage,"871,302",41.852058,-88.086038
IL,1779,Jasper,"1.290,12",39.004874,-88.150763
IL,17193,White,"1.299,81",38.087372,-88.178585
IL,1719,Champaign,"2.585,83",40.13915,-88.197201
IL,1729,Coles,"1.321,09",39.51368,-88.220782
IL,1741,Douglas,"1.080,61",39.766078,-88.222866
IL,1753,Ford,"1.259,36",40.594423,-88.224746
IL,1759,Gallatin,"849,989",37.768677,-88.227964
IL,1735,Cumberland,"898,734",39.273121,-88.240619
IL,1769,Hardin,"470,286",37.517852,-88.266148
IL,1763,Grundy,"1.114,85",41.29241,-88.401055
IL,1789,Kane,"1.357,67",41.939594,-88.42804
IL,1793,Kendall,"834,805",41.58814,-88.430626
IL,17191,Wayne,"1.853,10",38.431948,-88.432129
IL,17111,McHenry,"1.582,00",42.324298,-88.452245
IL,1725,Clay,"1.216,24",38.747312,-88.483789
IL,1765,Hamilton,"1.128,95",38.085226,-88.539005
IL,17151,Pope,"969,439",37.417169,-88.542374
IL,17165,Saline,"1.001,76",37.751653,-88.545031
IL,17105,Livingston,"2.708,94",40.894376,-88.552852
IL,17147,Piatt,"1.138,20",40.009056,-88.592328
IL,1749,Effingham,"1.243,21",39.047694,-88.592786
IL,17139,Moultrie,"892,191",39.636896,-88.625726
IL,17127,Massac,"626,295",37.216119,-88.705658
IL,1737,DeKalb,"1.643,76",41.894613,-88.768991
IL,17173,Shelby,"1.989,29",39.384926,-88.798862
IL,177,Boone,"730,441",42.318983,-88.824295
IL,17113,McLean,"3.072,42",40.494559,-88.844539
IL,1787,Johnson,"903,552",37.460815,-88.882962
IL,1799,La Salle,"2.973,66",41.343341,-88.885931
IL,1739,De Witt,"1.049,16",40.181499,-88.901853
IL,17121,Marion,"1.491,93",38.648396,-88.920221
IL,1781,Jefferson,"1.511,99",38.30078,-88.92421
IL,1755,Franklin,"1.117,44",37.991848,-88.926246
IL,17199,Williamson,"1.150,87",37.730353,-88.930018
IL,17115,Macon,"1.517,38",39.860237,-88.961529
IL,1751,Fayette,"1.878,63",39.001125,-89.017923
IL,17153,Pulaski,"526,361",37.215615,-89.127755
IL,17201,Winnebago,"1.344,85",42.337396,-89.161205
IL,17203,Woodford,"1.405,44",40.789596,-89.210301
IL,17181,Union,"1.093,36",37.475104,-89.252875
IL,1721,Christian,"1.853,50",39.545524,-89.279593
IL,17155,Putnam,"446,057",41.19894,-89.298386
IL,17103,Lee,"1.887,98",41.747442,-89.299351
IL,17141,Ogle,"1.976,12",42.041884,-89.320176
IL,17123,Marshall,"1.032,15",41.031119,-89.342371
IL,173,Alexander,"654,234",37.183683,-89.349506
IL,17107,Logan,"1.603,01",40.12907,-89.365308
IL,17145,Perry,"1.157,60",38.084385,-89.368487
IL,1777,Jackson,"1.560,16",37.786096,-89.381212
IL,17189,Washington,"1.460,51",38.353141,-89.417187
IL,1727,Clinton,"1.303,47",38.606423,-89.423136
IL,175,Bond,"991,345",38.885924,-89.436592
IL,17135,Montgomery,"1.838,05",39.228092,-89.478007
IL,17179,Tazewell,"1.704,05",40.508074,-89.51626
IL,1711,Bureau,"2.262,36",41.401304,-89.528377
IL,17167,Sangamon,"2.271,47",39.756378,-89.662311
IL,17177,Stephenson,"1.463,49",42.349726,-89.665994
IL,17143,Peoria,"1.633,24",40.785999,-89.767358
IL,17129,Menard,"817,03",40.022569,-89.794133
IL,17175,Stark,"746,83",41.096908,-89.797411
IL,17157,Randolph,"1.546,75",38.056515,-89.82121
IL,17119,Madison,"1.918,05",38.827082,-89.900195
IL,17195,Whiteside,"1.804,00",41.750571,-89.910957
IL,17125,Mason,"1.459,36",40.236993,-89.913575
IL,17117,Macoupin,"2.247,21",39.2659,-89.926344
IL,1715,Carroll,"1.207,87",42.059084,-89.926485
IL,17163,St. Clair,"1.745,74",38.470198,-89.928546
IL,1773,Henry,"2.138,41",41.350021,-90.130838
IL,17133,Monroe,"1.030,91",38.277983,-90.179078
IL,17137,Morgan,"1.482,24",39.716806,-90.202277
IL,1757,Fulton,"2.285,86",40.465688,-90.206793
IL,1785,Jo Daviess,"1.602,50",42.362391,-90.211471
IL,1795,Knox,"1.864,30",40.930941,-90.213761
IL,1717,Cass,"993,947",39.969202,-90.245705
IL,1783,Jersey,"976,757",39.080192,-90.361365
IL,1761,Greene,"1.414,84",39.355444,-90.387757
IL,17171,Scott,"654,674",39.63698,-90.477759
IL,17161,Rock Island,"1.168,83",41.468404,-90.572203
IL,17169,Schuyler,"1.143,04",40.156905,-90.613464
IL,17187,Warren,"1.406,50",40.850441,-90.620223
IL,1713,Calhoun,"734,46",39.164262,-90.666295
IL,17109,McDonough,"1.528,57",40.455789,-90.677579
IL,17131,Mercer,"1.472,91",41.204791,-90.741433
IL,179,Brown,"795,658",39.962069,-90.75031
IL,17149,Pike,"2.198,60",39.625106,-90.889034
IL,1771,Henderson,"1.023,61",40.815141,-90.93848
IL,1767,Hancock,"2.109,28",40.405792,-91.167988
IL,171,Adams,"2.256,76",39.986053,-91.194961
IN,18161,Union,"427,807",39.623111,-84.925152
IN,181,Adams,"880,51",40.745733,-84.936131
IN,18115,Ohio,"226,454",38.940527,-84.964299
IN,1829,Dearborn,"796,202",39.151491,-84.97346
IN,1833,DeKalb,"942,368",41.401189,-85.000185
IN,18151,Steuben,"835,183",41.643437,-85.002467
IN,1875,Jay,"994,769",40.434972,-85.00338
IN,18135,Randolph,"1.174,08",40.164414,-85.005004
IN,18177,Wayne,"1.047,24",39.863091,-85.006735
IN,18155,Switzerland,"578,704",38.825846,-85.029679
IN,1847,Franklin,"1.012,81",39.409762,-85.066964
IN,183,Allen,"1.709,45",41.091855,-85.07223
IN,1841,Fayette,"557,268",39.639655,-85.185032
IN,18179,Wells,"958,938",40.735273,-85.212974
IN,18137,Ripley,"1.160,47",39.10023,-85.260541
IN,189,Blackford,"428,858",40.472672,-85.32373
IN,1865,Henry,"1.022,61",39.929576,-85.397338
IN,1835,Delaware,"1.025,40",40.227165,-85.398856
IN,18113,Noble,"1.081,15",41.400794,-85.41785
IN,1887,LaGrange,"1.001,56",41.642468,-85.426302
IN,1877,Jefferson,"939,877",38.783604,-85.44009
IN,18139,Rush,"1.057,91",39.622312,-85.466527
IN,1869,Huntington,"1.004,20",40.826394,-85.478598
IN,1831,Decatur,"966,902",39.30598,-85.499831
IN,18183,Whitley,"875,194",41.136426,-85.501892
IN,1879,Jennings,"979,91",38.996234,-85.628111
IN,1853,Grant,"1.074,58",40.515758,-85.654946
IN,1819,Clark,"975,004",38.476217,-85.711122
IN,1895,Madison,"1.173,02",40.166203,-85.722454
IN,18143,Scott,"499,216",38.679431,-85.751898
IN,1859,Hancock,"795,191",39.822604,-85.772904
IN,18145,Shelby,"1.069,03",39.524135,-85.792174
IN,18169,Wabash,"1.090,32",40.843717,-85.795175
IN,1885,Kosciusko,"1.435,87",41.244293,-85.861575
IN,1839,Elkhart,"1.212,04",41.600693,-85.863986
IN,185,Bartholomew,"1.060,67",39.205843,-85.897999
IN,1843,Floyd,"385,798",38.317937,-85.911474
IN,1857,Hamilton,"1.042,31",40.04987,-86.020586
IN,1871,Jackson,"1.331,03",38.911957,-86.042516
IN,18103,Miami,"977,431",40.772881,-86.044259
IN,18159,Tipton,"674,866",40.310229,-86.056207
IN,1881,Johnson,"833,432",39.495986,-86.0946
IN,1861,Harrison,"1.260,08",38.18644,-86.103681
IN,18175,Washington,"1.337,99",38.600613,-86.104751
IN,1867,Howard,"761,253",40.483537,-86.114118
IN,1897,Marion,"1.043,79",39.782976,-86.135794
IN,1813,Brown,"820,07",39.192585,-86.23941
IN,1849,Fulton,"961,573",41.050384,-86.265006
IN,1899,Marshall,"1.164,83",41.325003,-86.269036
IN,18141,St. Joseph,"1.194,98",41.617699,-86.288159
IN,1817,Cass,"1.074,45",40.753799,-86.355169
IN,1825,Crawford,"799,577",38.289433,-86.440871
IN,18109,Morgan,"1.060,41",39.482646,-86.447457
IN,1811,Boone,"1.096,22",40.050892,-86.469014
IN,1823,Clinton,"1.049,59",40.305944,-86.477567
IN,1893,Lawrence,"1.170,49",38.839815,-86.48782
IN,18117,Orange,"1.057,21",38.547381,-86.489257
IN,1863,Hendricks,"1.058,73",39.768749,-86.510287
IN,18105,Monroe,"1.065,32",39.160751,-86.523325
IN,1815,Carroll,"971,294",40.58498,-86.565141
IN,18123,Perry,"1.000,49",38.081436,-86.62654
IN,18149,Starke,"808,609",41.28322,-86.64757
IN,18131,Pulaski,"1.125,44",41.045272,-86.692538
IN,1891,LaPorte,"1.588,34",41.549011,-86.744729
IN,18101,Martin,"881,648",38.705322,-86.801847
IN,18119,Owen,"1.004,46",39.317339,-86.838845
IN,18133,Putnam,"1.250,17",39.665545,-86.853325
IN,18181,White,"1.317,47",40.75095,-86.864293
IN,1837,Dubois,"1.127,51",38.373344,-86.873385
IN,18107,Montgomery,"1.309,10",40.040296,-86.892715
IN,18157,Tippecanoe,"1.303,39",40.38926,-86.893943
IN,1855,Greene,"1.413,92",39.0486,-87.005245
IN,18147,Spencer,"1.039,69",38.009789,-87.010645
IN,18127,Porter,"1.351,41",41.509922,-87.071308
IN,1827,Daviess,"1.131,50",38.696155,-87.076988
IN,1821,Clay,"933,228",39.393951,-87.115837
IN,1873,Jasper,"1.453,98",41.017688,-87.118814
IN,18121,Parke,"1.165,44",39.77425,-87.19695
IN,18125,Pike,"883,43",38.397898,-87.232532
IN,1845,Fountain,"1.030,50",40.121282,-87.234806
IN,18173,Warrick,"1.012,82",38.097764,-87.272023
IN,187,Benton,"1.052,85",40.608253,-87.315479
IN,1889,Lake,"1.622,78",41.472239,-87.374337
IN,18171,Warren,"948,987",40.352658,-87.375847
IN,18167,Vigo,"1.063,06",39.429143,-87.390375
IN,18111,Newton,"1.044,90",40.962399,-87.402172
IN,18153,Sullivan,"1.176,16",39.089225,-87.415843
IN,1883,Knox,"1.357,27",38.688663,-87.420182
IN,18165,Vermillion,"673,217",39.854045,-87.462071
IN,1851,Gibson,"1.292,83",38.317413,-87.580566
IN,18163,Vanderburgh,"612,091",38.02007,-87.586166
IN,18129,Posey,"1.086,05",38.027614,-87.868653
KS,20209,Wyandotte,"404,538",39.115384,-94.763087
KS,2091,Johnson,"1.242,93",38.883907,-94.82233
KS,20121,Miami,"1.528,76",38.566772,-94.832963
KS,20107,Linn,"1.570,56",38.216549,-94.844932
KS,2021,Cherokee,"1.530,74",37.169392,-94.845698
KS,2011,Bourbon,"1.655,24",37.8561,-94.850928
KS,2037,Crawford,"1.541,07",37.505628,-94.853941
KS,20103,Leavenworth,"1.214,63",39.189511,-95.038977
KS,2043,Doniphan,"1.031,53",39.788502,-95.147225
KS,2059,Franklin,"1.494,78",38.558019,-95.278962
KS,2045,Douglas,"1.229,30",38.896573,-95.290529
KS,203,Anderson,"1.511,86",38.215114,-95.292046
KS,2099,Labette,"1.691,57",37.191468,-95.297473
KS,201,Allen,"1.308,79",37.884229,-95.300945
KS,205,Atchison,"1.123,59",39.532544,-95.313398
KS,20133,Neosho,"1.496,48",37.564283,-95.315683
KS,2087,Jefferson,"1.441,79",39.239644,-95.375314
KS,2013,Brown,"1.481,75",39.825931,-95.569905
KS,20139,Osage,"1.864,39",38.649706,-95.727275
KS,2031,Coffey,"1.694,10",38.23645,-95.729137
KS,20125,Montgomery,"1.687,33",37.189537,-95.742403
KS,20205,Wilson,"1.489,43",37.558515,-95.745175
KS,20177,Shawnee,"1.439,33",39.041805,-95.755664
KS,20207,Woodson,"1.308,60",37.888484,-95.757553
KS,2085,Jackson,"1.704,26",39.410989,-95.794509
KS,20131,Nemaha,"1.863,33",39.791043,-96.005381
KS,20111,Lyon,"2.215,52",38.455498,-96.161589
KS,20197,Wabaunsee,"2.071,01",38.955154,-96.201262
KS,2073,Greenwood,"2.985,29",37.878659,-96.242232
KS,2049,Elk,"1.684,70",37.456026,-96.244642
KS,2019,Chautauqua,"1.669,94",37.154259,-96.245396
KS,20149,Pottawatomie,"2.232,34",39.382187,-96.337113
KS,20117,Marshall,"2.344,22",39.782709,-96.521243
KS,2017,Chase,"2.014,31",38.298553,-96.594064
KS,20127,Morris,"1.820,48",38.687696,-96.644905
KS,20161,Riley,"1.610,86",39.291211,-96.727489
KS,2061,Geary,"1.047,61",39.002155,-96.768038
KS,2035,Cowley,"2.932,97",37.234507,-96.837247
KS,2015,Butler,"3.746,49",37.773681,-96.838762
KS,20201,Washington,"2.327,55",39.776714,-97.095611
KS,20115,Marion,"2.470,15",38.359647,-97.102771
KS,2041,Dickinson,"2.206,54",38.867735,-97.157943
KS,2027,Clay,"1.698,00",39.344964,-97.168853
KS,2079,Harvey,"1.400,47",38.050144,-97.436707
KS,20173,Sedgwick,"2.613,61",37.683807,-97.459451
KS,20191,Sumner,"3.069,02",37.236663,-97.493349
KS,2029,Cloud,"1.859,59",39.487329,-97.64139
KS,20113,McPherson,"2.332,55",38.395812,-97.647489
KS,20169,Saline,"1.868,18",38.786327,-97.650153
KS,20157,Republic,"1.865,95",39.82891,-97.650921
KS,20143,Ottawa,"1.868,25",39.137963,-97.654803
KS,2077,Harper,"2.079,19",37.188184,-98.06659
KS,20155,Reno,"3.294,75",37.948185,-98.078346
KS,2095,Kingman,"2.244,64",37.552951,-98.144529
KS,20159,Rice,"1.885,42",38.347178,-98.201415
KS,2053,Ellsworth,"1.873,31",38.700845,-98.205355
KS,20123,Mitchell,"1.862,61",39.393026,-98.207362
KS,20105,Lincoln,"1.865,98",39.047276,-98.214265
KS,2089,Jewell,"2.368,18",39.77701,-98.222584
KS,207,Barber,"2.942,66",37.222906,-98.685052
KS,20185,Stafford,"2.058,83",38.03563,-98.719889
KS,20151,Pratt,"1.905,51",37.647594,-98.74012
KS,20167,Russell,"2.329,53",38.916839,-98.765638
KS,209,Barton,"2.332,63",38.481239,-98.767837
KS,20141,Osborne,"2.316,38",39.348649,-98.767876
KS,20183,Smith,"2.323,13",39.78466,-98.78543
KS,20145,Pawnee,"1.954,52",38.182873,-99.232154
KS,2033,Comanche,"2.045,29",37.189071,-99.254089
KS,2097,Kiowa,"1.872,22",37.561231,-99.286539
KS,2047,Edwards,"1.610,91",37.883595,-99.304746
KS,20165,Rush,"1.859,54",38.523592,-99.309183
KS,2051,Ellis,"2.331,96",38.914596,-99.317329
KS,20163,Rooks,"2.318,43",39.346006,-99.324492
KS,20147,Phillips,"2.316,90",39.784506,-99.34215
KS,2025,Clark,"2.530,89",37.233831,-99.813869
KS,20195,Trego,"2.330,02",38.921302,-99.865423
KS,2065,Graham,"2.327,76",39.349445,-99.880952
KS,2057,Ford,"2.846,61",37.688365,-99.884734
KS,2083,Hodgeman,"2.228,20",38.087493,-99.898407
KS,20137,Norton,"2.282,55",39.783867,-99.899235
KS,20135,Ness,"2.784,26",38.480437,-99.908745
KS,20119,Meade,"2.536,49",37.243886,-100.360094
KS,20179,Sheridan,"2.321,17",39.350543,-100.441206
KS,2069,Gray,"2.251,47",37.744513,-100.451716
KS,2039,Decatur,"2.315,83",39.783542,-100.459708
KS,20101,Lane,"1.858,75",38.481286,-100.466185
KS,2063,Gove,"2.775,84",38.917239,-100.48736
KS,2055,Finney,"3.373,91",38.049855,-100.739929
KS,20175,Seward,"1.658,85",37.180585,-100.854741
KS,2081,Haskell,"1.496,68",37.55855,-100.876869
KS,20171,Scott,"1.858,74",38.481877,-100.90636
KS,20153,Rawlins,"2.770,19",39.786198,-101.076738
KS,20193,Thomas,"2.783,71",39.357706,-101.083439
